,Unnamed: 0,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old
16,0,2021-04-26-US-SVL-1,Mi8,1303513001000,1,5,GPS_L1,1303513000924963117,-4942328.8719999995,-25887816.88,-2517791.88,272.545,-338.721,3154.361,-12052.293,-0.001,22630058.237,4.497,0.0,6.771,4.798,22630062.577266943,G5,1303513002000
17,1,2021-04-26-US-SVL-1,Mi8,1303513001000,1,19,GPS_L1,1303513000916139557,19076190.873,-16495297.16,7867803.445,1015.799,-309.135,-3012.765,-2308.508,0.001,25275294.976999998,11.692,0.0,9.856,33.957,25275281.479824886,G19,1303513002000
18,2,2021-04-26-US-SVL-1,Mi8,1303513001000,1,25,GPS_L1,1303513000930771615,-15012593.049,-7037461.835,20543384.634,-150.77100000000002,-2659.5009999999997,-981.6619999999999,37815.671,0.002,20888714.344,3.897,0.0,4.34,3.013,20888699.113272943,G25,1303513002000
19,3,2021-04-26-US-SVL-1,Mi8,1303513001000,1,29,GPS_L1,1303513000923548699,-21981061.273000002,1594342.5359999998,14806924.584,1541.194,-1091.587,2393.192,-101008.22300000001,-0.002,23054090.086,3.897,0.0,6.875,5.23,23054060.05603402,G29,1303513002000
20,4,2021-04-26-US-SVL-1,Mi8,1303513001000,1,31,GPS_L1,1303513000916465954,-9493004.944,12228508.287999999,21533438.446999997,-2454.812,-1242.7060000000001,-329.55699999999996,-34150.648,-0.001,25177443.618,12.290999999999999,0.0,9.325,22.83,25177406.790757183,G31,1303513002000
21,5,2021-04-26-US-SVL-1,Mi8,1303513001000,1,2,GPS_L1,1303513000928369766,-1359386.879,-16479816.67,21432102.059,2424.948,858.039,844.352,-179631.64800000002,0.001,21608770.559,5.096,0.0,4.115,2.8939999999999997,21608775.581974626,G2,1303513002000
22,6,2021-04-26-US-SVL-1,Mi8,1303513001000,1,12,GPS_L1,1303513000933151041,-9975404.029,-19949452.937,14278907.018,155.631,-1850.835,-2419.578,-9939.435,-0.002,20175380.375,12.890999999999998,0.0,3.765,2.502,20175379.362955976,G12,1303513002000
23,7,2021-04-26-US-SVL-1,Mi8,1303513001000,1,24,GPS_L1,1303513000918483781,-19091123.875,-15687589.431,-10496597.054,1302.4769999999999,205.28799999999998,-2700.7940000000003,11469.702,0.01,24572514.301999997,8.094,0.0,10.437000000000001,10.154,24572489.767501168,G24,1303513002000
24,0,2021-04-26-US-SVL-1,Mi8,1303513002000,1,5,GPS_L1,1303513001924965079,-4942056.31,-25888155.413000003,-2514637.486,272.57599999999996,-338.342,3154.415,-12052.294,-0.001,22629470.044,4.497,0.0,6.77,4.797,22629474.38526694,G5,1303513003000
25,1,2021-04-26-US-SVL-1,Mi8,1303513002000,1,19,GPS_L1,1303513001916137732,19077206.493,-16495606.235,7864790.6,1015.443,-309.014,-3012.935,-2308.507,0.001,25275842.099,10.193,0.0,9.856,33.99,25275828.56982489,G19,1303513003000
26,2,2021-04-26-US-SVL-1,Mi8,1303513002000,1,25,GPS_L1,1303513001930772756,-15012743.892,-7040121.27,20542402.747,-150.91299999999998,-2659.364,-982.107,37815.672999999995,0.002,20888372.281,3.897,0.0,4.3389999999999995,3.013,20888357.053272944,G25,1303513003000
27,3,2021-04-26-US-SVL-1,Mi8,1303513002000,1,29,GPS_L1,1303513001923550131,-21979519.98,1593250.822,14809317.622000001,1541.386,-1091.837,2392.877,-101008.225,-0.002,23053660.783000004,3.897,0.0,6.874,5.229,23053630.753034018,G29,1303513003000
28,4,2021-04-26-US-SVL-1,Mi8,1303513002000,1,31,GPS_L1,1303513001916467248,-9495459.774,12227265.660999998,21533108.659,-2454.841,-1242.5439999999999,-330.017,-34150.649,-0.001,25177055.687,16.489,0.0,9.325,22.816999999999997,25177018.87175718,G31,1303513003000
29,5,2021-04-26-US-SVL-1,Mi8,1303513002000,1,2,GPS_L1,1303513001928368561,-1356961.861,-16478958.688,21432946.195,2425.094,857.929,843.922,-179631.647,0.001,21609131.809,4.797,0.0,4.115,2.8939999999999997,21609136.83297462,G2,1303513003000
30,6,2021-04-26-US-SVL-1,Mi8,1303513002000,1,12,GPS_L1,1303513001933150622,-9975248.453,-19951303.622,14276487.287,155.52200000000002,-1850.536,-2419.884,-9939.436,-0.002,20175505.987999998,13.190999999999999,0.0,3.765,2.502,20175504.974955976,G12,1303513003000
31,7,2021-04-26-US-SVL-1,Mi8,1303513002000,1,24,GPS_L1,1303513001918481724,-19089821.239,-15687384.119,-10499297.735,1302.799,205.338,-2700.578,11469.711000000001,0.01,24573130.975,7.795,0.0,10.437999999999999,10.158,24573106.44450116,G24,1303513003000
32,0,2021-04-26-US-SVL-1,Mi8,1303513003000,1,5,GPS_L1,1303513002924967042,-4941783.719,-25888493.566999998,-2511483.037,272.607,-337.964,3154.469,-12052.294,-0.001,22628881.551,4.497,0.0,6.769,4.796,22628885.894266944,G5,1303513004000
33,1,2021-04-26-US-SVL-1,Mi8,1303513003000,1,19,GPS_L1,1303513002916135907,19078221.755999997,-16495915.188,7861777.585,1015.087,-308.894,-3013.105,-2308.506,0.001,25276389.22,10.493,0.0,9.857000000000001,34.023,25276375.657824885,G19,1303513004000
34,2,2021-04-26-US-SVL-1,Mi8,1303513003000,1,25,GPS_L1,1303513002930773896,-15012894.877,-7042780.568,20541420.415999997,-151.056,-2659.2270000000003,-982.552,37815.674,0.002,20888030.517,3.5980000000000003,0.0,4.3389999999999995,3.013,20888015.290272944,G25,1303513004000
35,3,2021-04-26-US-SVL-1,Mi8,1303513003000,1,29,GPS_L1,1303513002923551558,-21977978.496,1592158.858,14811710.344,1541.578,-1092.088,2392.561,-101008.227,-0.002,23053232.979000002,3.897,0.0,6.872999999999999,5.228,23053202.94903402,G29,1303513004000
36,4,2021-04-26-US-SVL-1,Mi8,1303513003000,1,2,GPS_L1,1303513002928367359,-1354536.697,-16478100.815,21433789.899,2425.239,857.819,843.4910000000001,-179631.646,0.001,21609492.16,4.797,0.0,4.115,2.8939999999999997,21609497.18497462,G2,1303513004000
37,5,2021-04-26-US-SVL-1,Mi8,1303513003000,1,12,GPS_L1,1303513002933150169,-9975092.986,-19953154.007,14274067.250999998,155.41299999999998,-1850.237,-2420.19,-9939.438,-0.002,20175641.794,13.79,0.0,3.765,2.502,20175640.778955977,G12,1303513004000
38,6,2021-04-26-US-SVL-1,Mi8,1303513003000,1,24,GPS_L1,1303513002918479666,-19088518.282,-15687178.757000001,-10501998.2,1303.121,205.387,-2700.362,11469.721000000001,0.01,24573747.948000003,7.795,0.0,10.44,10.162,24573723.421501163,G24,1303513004000
39,0,2021-04-26-US-SVL-1,Mi8,1303513004000,1,5,GPS_L1,1303513003924969009,-4941511.096,-25888831.341999996,-2508328.536,272.637,-337.585,3154.5229999999997,-12052.295,-0.001,22628291.86,4.497,0.0,6.767,4.795,22628296.205266938,G5,1303513005000
40,1,2021-04-26-US-SVL-1,Mi8,1303513004000,1,19,GPS_L1,1303513003916134073,19079236.663,-16496224.021,7858764.4,1014.7310000000001,-308.77299999999997,-3013.275,-2308.505,0.001,25276939.039,10.193,0.0,9.857000000000001,34.055,25276925.44582488,G19,1303513005000
41,2,2021-04-26-US-SVL-1,Mi8,1303513004000,1,25,GPS_L1,1303513003930775043,-15013046.004,-7045439.727999999,20540437.639000002,-151.19799999999998,-2659.09,-982.997,37815.676,0.002,20887686.655,3.5980000000000003,0.0,4.3389999999999995,3.013,20887671.430272944,G25,1303513005000
42,3,2021-04-26-US-SVL-1,Mi8,1303513004000,1,29,GPS_L1,1303513003923552992,-21976436.82,1591066.6430000002,14814102.752,1541.77,-1092.338,2392.246,-101008.229,-0.002,23052803.077,3.897,0.0,6.872999999999999,5.227,23052773.046034023,G29,1303513005000
43,4,2021-04-26-US-SVL-1,Mi8,1303513004000,1,31,GPS_L1,1303513003916469795,-9500369.519,12224780.893,21532447.703,-2454.8979999999997,-1242.22,-330.93800000000005,-34150.65,-0.001,25176292.116,13.79,0.0,9.324,22.791,25176255.326757178,G31,1303513005000
44,5,2021-04-26-US-SVL-1,Mi8,1303513004000,1,2,GPS_L1,1303513003928366159,-1352111.388,-16477243.053,21434633.174000002,2425.384,857.7080000000001,843.06,-179631.645,0.001,21609851.911,4.797,0.0,4.115,2.8939999999999997,21609856.93697462,G2,1303513005000
45,6,2021-04-26-US-SVL-1,Mi8,1303513004000,1,12,GPS_L1,1303513003933149738,-9974937.627,-19955004.092,14271646.908,155.305,-1849.9370000000001,-2420.4970000000003,-9939.44,-0.002,20175771.004,14.69,0.0,3.765,2.502,20175769.986955978,G12,1303513005000
46,7,2021-04-26-US-SVL-1,Mi8,1303513004000,1,24,GPS_L1,1303513003918477614,-19087215.003,-15686973.345,-10504698.447,1303.442,205.437,-2700.145,11469.73,0.01,24574363.121999998,8.394,0.0,10.440999999999999,10.167,24574338.59850117,G24,1303513005000
47,0,2021-04-26-US-SVL-1,Mi8,1303513005000,1,5,GPS_L1,1303513004924970972,-4941238.443,-25889168.738,-2505173.9790000003,272.668,-337.20599999999996,3154.577,-12052.296,-0.001,22627703.367,4.497,0.0,6.766,4.794,22627707.713266943,G5,1303513006000
48,1,2021-04-26-US-SVL-1,Mi8,1303513005000,1,19,GPS_L1,1303513004916132218,19080251.214,-16496532.732,7855751.046,1014.375,-308.652,-3013.445,-2308.504,0.001,25277495.154,10.493,0.0,9.857999999999999,34.089,25277481.526824884,G19,1303513006000
49,2,2021-04-26-US-SVL-1,Mi8,1303513005000,1,25,GPS_L1,1303513004930776179,-15013197.274,-7048098.752,20539454.417999998,-151.34,-2658.952,-983.442,37815.677,0.002,20887346.091,3.5980000000000003,0.0,4.338,3.012,20887330.86927294,G25,1303513006000
50,3,2021-04-26-US-SVL-1,Mi8,1303513005000,1,29,GPS_L1,1303513004923554416,-21974894.952,1589974.179,14816494.843,1541.9620000000002,-1092.588,2391.93,-101008.231,-0.002,23052376.172,3.897,0.0,6.872000000000001,5.226,23052346.141034022,G29,1303513006000
51,4,2021-04-26-US-SVL-1,Mi8,1303513005000,1,31,GPS_L1,1303513004916471072,-9502824.435,12223538.752,21532116.535,-2454.927,-1242.059,-331.398,-34150.651,-0.001,25175909.281,15.889000000000001,0.0,9.324,22.778000000000002,25175872.50375718,G31,1303513006000
52,5,2021-04-26-US-SVL-1,Mi8,1303513005000,1,2,GPS_L1,1303513004928364955,-1349685.935,-16476385.402,21435476.017,2425.529,857.5980000000001,842.6289999999999,-179631.64399999997,0.001,21610212.860999998,4.497,0.0,4.115,2.895,21610217.886974618,G2,1303513006000
53,6,2021-04-26-US-SVL-1,Mi8,1303513005000,1,12,GPS_L1,1303513004933149308,-9974782.377999999,-19956853.879,14269226.259000001,155.196,-1849.638,-2420.803,-9939.442,-0.002,20175899.915,14.39,0.0,3.765,2.502,20175898.895955976,G12,1303513006000
54,7,2021-04-26-US-SVL-1,Mi8,1303513005000,1,24,GPS_L1,1303513004918475551,-19085911.402,-15686767.884000001,-10507398.479,1303.764,205.487,-2699.929,11469.74,0.01,24574981.594,8.693999999999999,0.0,10.443,10.171,24574957.07450116,G24,1303513006000
55,0,2021-04-26-US-SVL-1,Mi8,1303513006000,1,5,GPS_L1,1303513005924972926,-4940965.76,-25889505.755,-2502019.37,272.699,-336.82800000000003,3154.631,-12052.296,-0.001,22627117.571999997,4.797,0.0,6.765,4.793,22627121.920266945,G5,1303513007000
56,1,2021-04-26-US-SVL-1,Mi8,1303513006000,1,19,GPS_L1,1303513005916130400,19081265.409,-16496841.322,7852737.521000001,1014.0189999999999,-308.531,-3013.615,-2308.5029999999997,0.001,25278040.176999997,11.092,0.0,9.857999999999999,34.122,25278026.51782488,G19,1303513007000
57,2,2021-04-26-US-SVL-1,Mi8,1303513006000,1,25,GPS_L1,1303513005930777329,-15013348.687,-7050757.637999999,20538470.751,-151.483,-2658.815,-983.887,37815.679,0.002,20887001.33,3.897,0.0,4.338,3.012,20886986.110272944,G25,1303513007000
58,3,2021-04-26-US-SVL-1,Mi8,1303513006000,1,29,GPS_L1,1303513005923555842,-21973352.891999997,1588881.4640000002,14818886.619,1542.1529999999998,-1092.839,2391.615,-101008.23300000001,-0.002,23051948.668,3.897,0.0,6.871,5.226,23051918.636034023,G29,1303513007000
59,4,2021-04-26-US-SVL-1,Mi8,1303513006000,1,31,GPS_L1,1303513005916472314,-9505279.379,12222296.773,21531784.906999998,-2454.956,-1241.897,-331.858,-34150.652,-0.001,25175536.938,15.589,0.0,9.324,22.764,25175500.173757184,G31,1303513007000
60,5,2021-04-26-US-SVL-1,Mi8,1303513006000,1,2,GPS_L1,1303513005928363751,-1347260.336,-16475527.86,21436318.43,2425.674,857.488,842.199,-179631.643,0.001,21610573.811,4.797,0.0,4.1160000000000005,2.895,21610578.83697462,G2,1303513007000
61,6,2021-04-26-US-SVL-1,Mi8,1303513006000,1,12,GPS_L1,1303513005933148842,-9974627.237,-19958703.365,14266805.303,155.08700000000002,-1849.338,-2421.109,-9939.444,-0.002,20176039.618,14.69,0.0,3.765,2.502,20176038.596955977,G12,1303513007000
62,7,2021-04-26-US-SVL-1,Mi8,1303513006000,1,24,GPS_L1,1303513005918473490,-19084607.48,-15686562.373,-10510098.294,1304.086,205.53599999999997,-2699.712,11469.749,0.01,24575599.466999996,9.892999999999999,0.0,10.444,10.175,24575574.95150117,G24,1303513007000
63,0,2021-04-26-US-SVL-1,Mi8,1303513007000,1,5,GPS_L1,1303513006924974893,-4940693.045,-25889842.394,-2498864.706,272.72900000000004,-336.449,3154.684,-12052.296999999999,-0.001,22626527.880999997,4.797,0.0,6.763999999999999,4.792,22626532.230266947,G5,1303513008000
64,1,2021-04-26-US-SVL-1,Mi8,1303513007000,1,19,GPS_L1,1303513006916128569,19082279.248,-16497149.792000001,7849723.826,1013.663,-308.409,-3013.785,-2308.502,0.001,25278589.097,9.892999999999999,0.0,9.859,34.155,25278575.404824883,G19,1303513008000
65,2,2021-04-26-US-SVL-1,Mi8,1303513007000,1,25,GPS_L1,1303513006930778474,-15013500.242,-7053416.387999999,20537486.639000002,-151.625,-2658.678,-984.332,37815.68,0.002,20886658.068,3.897,0.0,4.338,3.012,20886642.84927294,G25,1303513008000
66,3,2021-04-26-US-SVL-1,Mi8,1303513007000,1,29,GPS_L1,1303513006923557288,-21971810.64,1587788.4980000001,14821278.08,1542.345,-1093.089,2391.299,-101008.235,-0.002,23051515.168,4.197,0.0,6.87,5.225,23051485.136034023,G29,1303513008000
67,4,2021-04-26-US-SVL-1,Mi8,1303513007000,1,2,GPS_L1,1303513006928362549,-1344834.592,-16474670.429000001,21437160.411,2425.819,857.377,841.768,-179631.642,0.001,21610934.161999997,4.797,0.0,4.1160000000000005,2.895,21610939.18897462,G2,1303513008000
68,5,2021-04-26-US-SVL-1,Mi8,1303513007000,1,12,GPS_L1,1303513006933148428,-9974472.204,-19960552.553,14264384.042000001,154.97799999999998,-1849.039,-2421.415,-9939.446,-0.002,20176163.732,11.392000000000001,0.0,3.765,2.502,20176162.708955977,G12,1303513008000
69,6,2021-04-26-US-SVL-1,Mi8,1303513007000,1,24,GPS_L1,1303513006918471440,-19083303.235999998,-15686356.813,-10512797.893,1304.407,205.58599999999998,-2699.4959999999996,11469.758999999998,0.01,24576214.040999997,9.593,0.0,10.446,10.179,24576189.529501162,G24,1303513008000
70,0,2021-04-26-US-SVL-1,Mi8,1303513008000,1,5,GPS_L1,1303513007924976852,-4940420.3,-25890178.654,-2495709.988,272.76,-336.07,3154.738,-12052.298,-0.001,22625940.586999997,4.797,0.0,6.763,4.791,22625944.937266942,G5,1303513009000
71,1,2021-04-26-US-SVL-1,Mi8,1303513008000,1,19,GPS_L1,1303513007916126727,19083292.73,-16497458.14,7846709.962,1013.306,-308.288,-3013.955,-2308.501,0.001,25279141.315,11.692,0.0,9.859,34.188,25279127.59082488,G19,1303513009000
72,2,2021-04-26-US-SVL-1,Mi8,1303513008000,1,25,GPS_L1,1303513007930779608,-15013651.939000001,-7056074.999,20536502.083,-151.768,-2658.54,-984.7769999999999,37815.682,0.002,20886318.103,4.197,0.0,4.337,3.012,20886302.887272943,G25,1303513009000
73,3,2021-04-26-US-SVL-1,Mi8,1303513008000,1,29,GPS_L1,1303513007923558712,-21970268.198000003,1586695.282,14823669.224000001,1542.537,-1093.339,2390.9829999999997,-101008.237,-0.002,23051088.264000002,3.897,0.0,6.87,5.224,23051058.23103402,G29,1303513009000
74,4,2021-04-26-US-SVL-1,Mi8,1303513008000,1,31,GPS_L1,1303513007916474866,-9510189.354,12219813.3,21531120.27,-2455.013,-1241.573,-332.778,-34150.653,-0.001,25174771.868,12.890999999999998,0.0,9.324,22.738000000000003,25174735.12875718,G31,1303513009000
75,5,2021-04-26-US-SVL-1,Mi8,1303513008000,1,2,GPS_L1,1303513007928361363,-1342408.7030000002,-16473813.109000001,21438001.962,2425.964,857.2669999999999,841.337,-179631.642,0.001,21611289.715,4.797,0.0,4.1160000000000005,2.895,21611294.74197462,G2,1303513009000
76,6,2021-04-26-US-SVL-1,Mi8,1303513008000,1,12,GPS_L1,1303513007933148009,-9974317.281,-19962401.44,14261962.474000001,154.87,-1848.739,-2421.722,-9939.447,-0.002,20176289.346,12.591,0.0,3.765,2.502,20176288.321955975,G12,1303513009000
77,7,2021-04-26-US-SVL-1,Mi8,1303513008000,1,24,GPS_L1,1303513007918469383,-19081998.67,-15686151.203,-10515497.274,1304.729,205.635,-2699.2790000000005,11469.768,0.01,24576830.714,8.994,0.0,10.447000000000001,10.183,24576806.20650116,G24,1303513009000
78,0,2021-04-26-US-SVL-1,Mi8,1303513009000,1,5,GPS_L1,1303513008924978815,-4940147.524,-25890514.536,-2492555.2169999997,272.791,-335.691,3154.792,-12052.298,-0.001,22625352.095,4.797,0.0,6.7620000000000005,4.79,22625356.447266944,G5,1303513010000
79,1,2021-04-26-US-SVL-1,Mi8,1303513009000,1,19,GPS_L1,1303513008916124877,19084305.857,-16497766.367,7843695.927999999,1012.95,-308.16700000000003,-3014.1240000000003,-2308.5,0.001,25279695.930999998,12.591,0.0,9.86,34.221,25279682.173824884,G19,1303513010000
80,2,2021-04-26-US-SVL-1,Mi8,1303513009000,1,25,GPS_L1,1303513008930780746,-15013803.779000001,-7058733.472999999,20535517.082000002,-151.91,-2658.403,-985.222,37815.683,0.002,20885976.939,3.897,0.0,4.337,3.011,20885961.725272942,G25,1303513010000
81,3,2021-04-26-US-SVL-1,Mi8,1303513009000,1,29,GPS_L1,1303513008923560143,-21968725.562,1585601.8159999999,14826060.053,1542.7279999999998,-1093.59,2390.6679999999997,-101008.239,-0.002,23050659.261,4.197,0.0,6.869,5.223,23050629.22803402,G29,1303513010000
82,4,2021-04-26-US-SVL-1,Mi8,1303513009000,1,31,GPS_L1,1303513008916476143,-9512644.384,12218571.807,21530787.261,-2455.041,-1241.411,-333.23800000000006,-34150.654,-0.001,25174389.033000004,13.79,0.0,9.324,22.725,25174352.305757176,G31,1303513010000
83,5,2021-04-26-US-SVL-1,Mi8,1303513009000,1,2,GPS_L1,1303513008928360154,-1339982.669,-16472955.898,21438843.083,2426.109,857.1569999999999,840.9060000000001,-179631.641,0.001,21611652.165,4.497,0.0,4.1160000000000005,2.895,21611657.19297462,G2,1303513010000
84,6,2021-04-26-US-SVL-1,Mi8,1303513009000,1,12,GPS_L1,1303513008933147529,-9974162.466,-19964250.028,14259540.6,154.761,-1848.44,-2422.028,-9939.449,-0.002,20176433.246,10.793,0.0,3.765,2.502,20176432.219955977,G12,1303513010000
85,7,2021-04-26-US-SVL-1,Mi8,1303513009000,1,24,GPS_L1,1303513008918467338,-19080693.783,-15685945.543,-10518196.44,1305.0510000000002,205.685,-2699.062,11469.778,0.01,24577443.79,8.394,0.0,10.449000000000002,10.187000000000001,24577419.286501158,G24,1303513010000
86,0,2021-04-26-US-SVL-1,Mi8,1303513010000,1,5,GPS_L1,1303513009924980787,-4939874.717,-25890850.038000003,-2489400.392,272.822,-335.31300000000005,3154.845,-12052.298999999999,-0.001,22624760.904,4.797,0.0,6.761,4.789,22624765.257266942,G5,1303513011000
87,1,2021-04-26-US-SVL-1,Mi8,1303513010000,1,19,GPS_L1,1303513009916123077,19085318.627,-16498074.473,7840681.723999999,1012.5939999999999,-308.046,-3014.2940000000003,-2308.499,0.001,25280235.556999996,11.392000000000001,0.0,9.86,34.254,25280221.767824885,G19,1303513011000
88,2,2021-04-26-US-SVL-1,Mi8,1303513010000,1,25,GPS_L1,1303513009930781892,-15013955.761,-7061391.81,20534531.635,-152.05200000000002,-2658.265,-985.6669999999999,37815.685,0.002,20885633.377,3.5980000000000003,0.0,4.336,3.011,20885618.166272942,G25,1303513011000
89,3,2021-04-26-US-SVL-1,Mi8,1303513010000,1,29,GPS_L1,1303513009923561575,-21967182.737,1584508.1,14828450.566,1542.92,-1093.84,2390.3520000000003,-101008.241,-0.002,23050229.958,3.897,0.0,6.867999999999999,5.222,23050199.925034016,G29,1303513011000
90,4,2021-04-26-US-SVL-1,Mi8,1303513010000,1,31,GPS_L1,1303513009916477421,-9515099.442,12217330.476,21530453.793,-2455.07,-1241.249,-333.69800000000004,-34150.655,-0.001,25174005.898000002,13.79,0.0,9.323,22.712,25173969.18375718,G31,1303513011000
91,5,2021-04-26-US-SVL-1,Mi8,1303513010000,1,2,GPS_L1,1303513009928358942,-1337556.491,-16472098.799,21439683.772,2426.2529999999997,857.046,840.4760000000001,-179631.64,0.001,21612015.513,4.497,0.0,4.117,2.8960000000000004,21612020.53997462,G2,1303513011000
92,6,2021-04-26-US-SVL-1,Mi8,1303513010000,1,12,GPS_L1,1303513009933147093,-9974007.76,-19966098.317,14257118.42,154.65200000000002,-1848.14,-2422.334,-9939.451,-0.002,20176563.955,8.994,0.0,3.765,2.502,20176562.926955976,G12,1303513011000
93,7,2021-04-26-US-SVL-1,Mi8,1303513010000,1,24,GPS_L1,1303513009918465287,-19079388.574,-15685739.834,-10520895.388,1305.372,205.734,-2698.8459999999995,11469.788,0.01,24578058.664,8.693999999999999,0.0,10.45,10.191,24578034.165501162,G24,1303513011000
94,0,2021-04-26-US-SVL-1,Mi8,1303513011000,1,5,GPS_L1,1303513010924982733,-4939601.879,-25891185.161999997,-2486245.514,272.853,-334.934,3154.8990000000003,-12052.3,-0.001,22624177.508,4.797,0.0,6.76,4.788,22624181.862266943,G5,1303513012000
95,1,2021-04-26-US-SVL-1,Mi8,1303513011000,1,19,GPS_L1,1303513010916121217,19086331.042,-16498382.457999999,7837667.351,1012.238,-307.92400000000004,-3014.4629999999997,-2308.498,0.001,25280793.171,12.890999999999998,0.0,9.861,34.288000000000004,25280779.347824883,G19,1303513012000
